N,P,K,temperature,humidity,ph,rainfall,season,district,soil_type,crop_price,water_availability,crop,fertilizer_used,soil_moisture,sunlight_hours,previous_crop
121.0,37.0,57.0,18.58,38.97,6.3,86.99,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,DAP,42.4,5.2,cotton
9.0,51.0,188.0,27.5,86.52,7.01,239.12,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Organic,33.64,8.6,lentil
1.0,65.0,54.0,17.94,57.11,4.88,121.33,Rabi,Hazaribagh,Sandy,1600.0,4.0,barley,DAP,24.39,6.3,maize
56.0,123.0,202.0,30.66,34.57,4.71,51.55,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,DAP,56.21,7.1,maize
127.0,50.0,45.0,31.75,23.02,7.08,99.82,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,DAP,60.09,7.0,lentil
85.0,121.0,16.0,17.61,23.67,6.65,64.25,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,Compost,57.17,7.5,groundnut
131.0,34.0,23.0,37.38,70.5,6.87,111.27,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,Compost,47.81,9.2,groundnut
58.0,33.0,88.0,20.69,36.6,6.15,75.99,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,DAP,42.79,9.9,sugarcane
120.0,129.0,18.0,37.26,30.15,8.21,147.4,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,Organic,71.8,6.4,groundnut
34.0,122.0,189.0,19.85,45.1,5.58,114.05,Rabi,Ranchi,Loamy,1500.0,4.0,millet,Urea,51.14,9.0,chickpea
15.0,76.0,39.0,17.78,52.59,6.17,232.9,Rabi,Dhanbad,Loamy,2100.0,4.0,chickpea,Organic,48.75,8.6,maize
40.0,48.0,152.0,39.25,79.85,4.85,259.95,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,None,21.54,7.4,wheat
121.0,123.0,76.0,15.36,49.97,7.99,89.39,Kharif,Jamshedpur,Sandy,3500.0,4.0,cotton,Compost,40.47,9.7,maize
56.0,43.0,151.0,37.46,49.24,4.68,297.56,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,Urea,42.81,5.2,chickpea
108.0,140.0,105.0,26.98,75.86,7.79,146.68,Kharif,Dhanbad,Loamy,1800.0,4.0,rice,Urea,43.93,4.7,chickpea
3.0,109.0,60.0,18.32,40.71,7.09,45.4,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,None,54.81,9.1,barley
41.0,122.0,151.0,33.68,21.71,6.32,236.11,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,None,52.02,6.6,maize
94.0,123.0,185.0,30.84,80.23,4.78,270.16,Kharif,Bokaro,Clayey,1700.0,4.0,maize,DAP,56.47,9.1,rice
8.0,80.0,114.0,33.82,68.86,6.95,181.06,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,Compost,65.89,9.4,chickpea
85.0,19.0,136.0,38.63,67.23,8.05,51.07,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,Compost,68.78,4.4,wheat
10.0,98.0,98.0,19.38,59.12,4.77,218.61,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,Organic,63.09,9.3,lentil
85.0,66.0,143.0,17.84,53.49,8.26,182.43,Kharif,Dhanbad,Clayey,1700.0,4.0,maize,DAP,77.33,6.7,sugarcane
82.0,95.0,73.0,27.59,49.61,4.72,124.39,Kharif,Jamshedpur,Sandy,3500.0,4.0,cotton,DAP,21.09,7.1,barley
128.0,139.0,36.0,26.75,57.23,7.8,271.85,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,DAP,31.75,7.8,lentil
94.0,21.0,53.0,37.3,52.05,4.82,271.42,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,DAP,20.45,9.6,barley
27.0,47.0,75.0,17.8,30.36,5.1,77.19,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,Compost,58.85,4.1,wheat
106.0,143.0,38.0,26.85,49.41,7.45,26.02,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Compost,73.88,6.9,cotton
5.0,64.0,138.0,31.12,48.82,5.87,200.89,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,DAP,34.61,8.1,maize
135.0,145.0,118.0,26.45,59.71,8.09,105.82,Kharif,Bokaro,Sandy,2200.0,4.0,groundnut,Organic,75.62,8.3,millet
123.0,100.0,78.0,34.24,23.31,5.91,147.66,Kharif,Dhanbad,Sandy,3500.0,4.0,cotton,Urea,23.62,8.2,rice
41.0,142.0,78.0,19.56,32.28,7.33,273.32,Rabi,Dhanbad,Loamy,2100.0,4.0,chickpea,Urea,76.07,4.8,lentil
60.0,34.0,15.0,39.84,60.22,6.26,123.51,Kharif,Dhanbad,Clayey,1700.0,4.0,maize,Organic,41.1,5.8,maize
8.0,86.0,93.0,18.7,51.39,8.4,169.42,Rabi,Ranchi,Loamy,1900.0,4.0,lentil,DAP,26.09,6.2,rice
103.0,132.0,201.0,18.63,52.06,5.78,21.2,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,Compost,49.15,8.8,cotton
84.0,80.0,126.0,37.4,87.87,7.52,298.34,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,Urea,35.41,5.7,millet
113.0,91.0,181.0,17.81,53.53,4.66,209.84,Rabi,Ranchi,Loamy,2100.0,4.0,chickpea,None,37.09,5.3,rice
6.0,107.0,163.0,36.02,51.22,4.87,35.41,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,None,38.44,9.7,rice
134.0,61.0,205.0,38.39,39.45,4.59,170.76,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,Organic,68.18,4.1,lentil
131.0,105.0,54.0,27.26,62.22,6.55,35.69,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,DAP,52.35,10.0,groundnut
37.0,114.0,99.0,24.65,20.85,5.88,106.26,Rabi,Jamshedpur,Sandy,1600.0,4.0,barley,Urea,38.68,8.1,millet
22.0,60.0,191.0,37.2,71.91,6.16,143.9,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,DAP,56.62,9.0,maize
106.0,40.0,155.0,29.95,30.05,5.71,296.75,Rabi,Hazaribagh,Sandy,1600.0,4.0,barley,Urea,62.97,5.8,cotton
16.0,101.0,27.0,15.17,64.72,5.59,68.97,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,Organic,36.36,4.1,millet
35.0,56.0,52.0,35.81,40.26,6.46,250.38,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Organic,44.81,8.4,wheat
77.0,131.0,148.0,33.5,35.72,7.66,63.13,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,None,27.31,9.0,groundnut
31.0,78.0,111.0,19.48,83.48,7.08,27.96,Kharif,Bokaro,Sandy,2200.0,4.0,groundnut,DAP,30.87,8.4,wheat
17.0,97.0,153.0,27.01,50.52,5.53,212.06,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,None,60.87,4.9,cotton
131.0,9.0,71.0,19.07,24.1,5.78,265.93,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,DAP,30.89,8.5,lentil
41.0,18.0,74.0,24.03,64.54,8.32,33.64,Rabi,Bokaro,Loamy,1500.0,4.0,millet,None,51.51,8.6,lentil
19.0,136.0,54.0,34.16,32.83,4.88,230.74,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Compost,62.54,8.0,cotton
80.0,82.0,74.0,32.14,68.18,4.88,182.41,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,Compost,26.41,8.6,barley
35.0,137.0,77.0,24.33,53.94,5.86,275.02,Kharif,Ranchi,Loamy,1800.0,4.0,rice,Compost,54.04,9.1,cotton
39.0,133.0,61.0,35.79,75.66,6.73,213.1,Kharif,Hazaribagh,Sandy,3500.0,4.0,cotton,Compost,35.39,7.7,groundnut
29.0,111.0,122.0,37.9,28.16,5.02,24.87,Rabi,Bokaro,Loamy,1900.0,4.0,lentil,Urea,77.78,4.5,chickpea
92.0,40.0,118.0,37.24,61.84,7.55,115.77,Zaid,Bokaro,Clayey,3000.0,4.0,sugarcane,Compost,49.01,6.9,lentil
30.0,61.0,37.0,36.42,29.97,5.41,55.1,Kharif,Dhanbad,Loamy,1800.0,4.0,rice,Organic,68.36,4.5,sugarcane
108.0,33.0,24.0,15.47,53.9,6.22,74.98,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,Organic,53.01,6.4,groundnut
15.0,125.0,35.0,37.71,23.03,5.71,22.88,Rabi,Ranchi,Loamy,1900.0,4.0,lentil,Urea,22.6,6.4,groundnut
52.0,56.0,52.0,31.77,22.05,5.08,228.94,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,Compost,57.99,4.4,groundnut
89.0,95.0,46.0,36.38,74.66,6.95,161.37,Rabi,Ranchi,Loamy,2100.0,4.0,chickpea,Compost,77.08,6.1,rice
3.0,140.0,60.0,32.9,87.5,5.19,231.13,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,Compost,56.1,4.7,groundnut
54.0,134.0,186.0,26.87,68.87,5.24,208.59,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,None,69.15,8.8,lentil
90.0,102.0,113.0,20.36,35.93,4.95,295.69,Kharif,Ranchi,Clayey,1700.0,4.0,maize,DAP,73.05,9.7,chickpea
28.0,138.0,39.0,27.4,45.29,5.65,222.2,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,None,33.68,4.4,chickpea
126.0,34.0,103.0,22.09,62.03,5.75,293.33,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,DAP,32.72,9.7,groundnut
104.0,79.0,114.0,19.72,24.87,7.86,153.19,Kharif,Bokaro,Sandy,3500.0,4.0,cotton,Compost,56.66,7.1,wheat
3.0,130.0,177.0,17.63,50.66,7.13,43.8,Kharif,Dhanbad,Clayey,1700.0,4.0,maize,Compost,44.66,5.8,lentil
102.0,31.0,194.0,38.13,88.45,4.76,293.06,Rabi,Bokaro,Sandy,1600.0,4.0,barley,None,70.39,4.5,lentil
103.0,36.0,64.0,35.95,70.76,5.61,219.78,Kharif,Hazaribagh,Sandy,3500.0,4.0,cotton,None,74.0,7.0,millet
69.0,107.0,96.0,26.9,62.22,6.12,155.67,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,DAP,41.21,8.8,maize
116.0,32.0,36.0,21.27,54.81,7.01,57.69,Kharif,Ranchi,Clayey,1700.0,4.0,maize,Organic,34.21,8.2,barley
17.0,132.0,178.0,15.67,32.54,6.92,111.55,Kharif,Bokaro,Loamy,1800.0,4.0,rice,DAP,66.83,4.3,barley
24.0,24.0,174.0,33.79,73.73,7.67,76.54,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,None,36.49,4.4,wheat
129.0,71.0,143.0,23.59,80.18,6.69,286.72,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,None,69.36,6.4,barley
30.0,103.0,120.0,22.86,46.34,6.34,29.2,Rabi,Hazaribagh,Sandy,1600.0,4.0,barley,Urea,45.42,5.8,millet
42.0,130.0,115.0,18.36,70.1,6.45,50.63,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,None,60.05,5.4,cotton
138.0,125.0,126.0,29.06,30.94,4.72,93.75,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Urea,25.73,5.7,barley
90.0,77.0,87.0,16.54,61.33,5.01,122.59,Rabi,Hazaribagh,Sandy,1600.0,4.0,barley,Organic,57.43,8.8,lentil
87.0,102.0,29.0,25.7,89.44,6.15,35.81,Kharif,Dhanbad,Loamy,1800.0,4.0,rice,DAP,47.11,9.6,cotton
60.0,84.0,156.0,17.12,68.16,7.98,52.05,Kharif,Dhanbad,Sandy,3500.0,4.0,cotton,DAP,55.2,6.4,barley
137.0,88.0,14.0,26.52,80.44,6.77,272.39,Kharif,Bokaro,Loamy,1800.0,4.0,rice,Urea,30.08,9.4,lentil
120.0,10.0,86.0,24.44,47.32,6.79,246.33,Kharif,Ranchi,Loamy,1800.0,4.0,rice,DAP,64.21,5.9,lentil
86.0,132.0,133.0,35.29,66.72,5.17,103.87,Kharif,Jamshedpur,Sandy,3500.0,4.0,cotton,None,71.77,6.9,groundnut
127.0,24.0,142.0,20.35,38.56,5.69,180.59,Kharif,Dhanbad,Sandy,3500.0,4.0,cotton,Compost,33.0,5.4,chickpea
23.0,29.0,156.0,23.42,24.71,7.7,153.08,Rabi,Dhanbad,Loamy,2100.0,4.0,chickpea,Urea,25.74,7.8,wheat
19.0,82.0,134.0,35.1,50.3,6.66,76.02,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,DAP,21.42,9.9,millet
131.0,121.0,176.0,34.09,32.64,4.57,216.93,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Urea,58.52,7.6,rice
127.0,59.0,174.0,39.05,71.95,6.37,282.41,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,Urea,56.43,6.1,maize
111.0,20.0,138.0,20.02,52.37,5.46,229.0,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Compost,52.8,7.9,barley
105.0,86.0,21.0,30.85,79.22,5.57,100.37,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,None,33.92,4.7,barley
60.0,108.0,66.0,17.84,33.43,5.48,251.62,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,Urea,43.45,9.3,cotton
111.0,113.0,170.0,37.64,34.14,5.59,28.16,Kharif,Bokaro,Sandy,2200.0,4.0,groundnut,DAP,55.67,7.0,cotton
45.0,15.0,189.0,27.15,21.39,7.94,43.5,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Organic,49.81,6.7,maize
16.0,109.0,98.0,31.79,82.0,6.09,255.15,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Urea,79.27,7.5,barley
28.0,133.0,35.0,28.05,78.03,8.3,280.84,Kharif,Bokaro,Sandy,3500.0,4.0,cotton,Urea,28.19,7.7,sugarcane
23.0,65.0,158.0,18.06,76.47,5.82,183.61,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,Compost,61.71,4.4,millet
108.0,60.0,41.0,17.67,34.99,5.6,134.35,Kharif,Hazaribagh,Sandy,3500.0,4.0,cotton,None,44.26,8.1,barley
125.0,141.0,100.0,32.49,27.91,6.68,152.96,Kharif,Dhanbad,Loamy,1800.0,4.0,rice,Organic,45.69,5.5,chickpea
37.0,97.0,126.0,32.89,77.5,4.58,290.71,Zaid,Hazaribagh,Clayey,3000.0,4.0,sugarcane,DAP,63.06,8.3,maize
13.0,66.0,69.0,28.82,41.65,8.33,121.6,Kharif,Ranchi,Loamy,1800.0,4.0,rice,Organic,61.55,8.9,sugarcane
60.0,118.0,104.0,15.2,87.25,8.21,277.02,Rabi,Bokaro,Loamy,1900.0,4.0,lentil,DAP,79.48,8.8,millet
60.0,81.0,58.0,36.49,31.22,6.26,108.81,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,None,27.7,7.3,barley
70.0,25.0,204.0,38.51,52.98,6.15,255.53,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,DAP,26.25,7.1,rice
41.0,71.0,134.0,16.66,49.46,7.42,173.36,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,Compost,63.46,4.9,groundnut
7.0,18.0,169.0,31.04,64.11,7.66,58.11,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,Compost,54.7,8.7,chickpea
78.0,85.0,152.0,17.06,31.05,6.57,291.51,Kharif,Dhanbad,Sandy,3500.0,4.0,cotton,Compost,36.45,5.6,rice
105.0,86.0,120.0,26.96,71.46,5.54,212.49,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Compost,24.77,7.0,cotton
50.0,26.0,111.0,24.19,47.54,6.01,253.71,Zaid,Hazaribagh,Clayey,3000.0,4.0,sugarcane,Organic,25.14,5.7,cotton
5.0,10.0,147.0,31.18,63.86,8.13,292.76,Kharif,Dhanbad,Sandy,3500.0,4.0,cotton,None,73.65,4.8,barley
43.0,17.0,107.0,30.45,62.03,5.1,288.25,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,DAP,31.51,7.8,cotton
30.0,8.0,188.0,28.15,74.14,8.21,251.63,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,DAP,39.4,4.3,chickpea
57.0,57.0,53.0,38.65,76.94,5.56,229.0,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,Compost,33.6,8.5,millet
110.0,57.0,158.0,20.39,77.69,7.41,73.02,Kharif,Dhanbad,Clayey,1700.0,4.0,maize,Compost,41.3,5.9,lentil
37.0,12.0,79.0,39.4,36.48,6.3,89.53,Rabi,Hazaribagh,Sandy,1600.0,4.0,barley,Urea,24.17,4.0,wheat
21.0,7.0,125.0,18.33,42.63,7.27,212.32,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,None,51.14,7.1,maize
65.0,23.0,29.0,28.92,23.65,8.22,151.86,Rabi,Bokaro,Sandy,1600.0,4.0,barley,Organic,24.06,4.3,millet
11.0,6.0,69.0,27.61,46.67,8.41,207.95,Rabi,Dhanbad,Loamy,2100.0,4.0,chickpea,DAP,68.02,5.7,lentil
10.0,50.0,71.0,19.25,54.5,5.86,151.06,Rabi,Ranchi,Loamy,1900.0,4.0,lentil,Urea,34.02,8.2,sugarcane
135.0,115.0,41.0,21.51,41.93,8.41,159.78,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Urea,52.4,4.4,chickpea
110.0,77.0,72.0,30.32,73.31,5.56,107.64,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,DAP,72.8,9.0,rice
125.0,43.0,147.0,36.33,66.02,7.69,34.9,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,Organic,59.05,4.0,lentil
58.0,51.0,14.0,26.76,31.45,6.37,52.49,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,Urea,51.98,5.5,chickpea
113.0,96.0,186.0,29.02,52.04,4.95,221.53,Kharif,Dhanbad,Loamy,1800.0,4.0,rice,Urea,39.46,8.4,groundnut
89.0,28.0,57.0,36.7,32.65,5.17,162.45,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,None,39.98,5.9,rice
54.0,6.0,139.0,34.17,32.64,8.18,88.92,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,Organic,60.17,4.6,cotton
84.0,11.0,77.0,32.03,67.64,6.08,185.29,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,Urea,79.65,6.2,cotton
39.0,12.0,25.0,26.51,69.54,6.42,195.94,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Organic,59.71,5.6,rice
1.0,89.0,16.0,31.4,86.56,5.8,224.83,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,DAP,53.47,9.1,sugarcane
54.0,17.0,169.0,22.07,75.87,7.48,173.2,Kharif,Hazaribagh,Clayey,1700.0,4.0,maize,Compost,63.84,5.9,sugarcane
23.0,107.0,70.0,19.45,87.55,7.96,44.97,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,Urea,47.91,8.7,sugarcane
99.0,108.0,77.0,31.18,86.81,5.12,103.59,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,None,23.61,9.4,lentil
33.0,96.0,175.0,17.4,45.72,5.3,144.72,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,DAP,53.74,6.6,maize
68.0,113.0,28.0,33.91,76.77,6.96,141.55,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,Organic,77.46,9.5,lentil
10.0,136.0,92.0,39.33,67.35,7.09,219.82,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,DAP,30.52,6.3,barley
134.0,26.0,79.0,26.71,25.54,7.71,104.11,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,Urea,61.4,9.8,wheat
63.0,138.0,114.0,22.39,23.34,4.81,32.63,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,Organic,32.06,4.5,rice
108.0,110.0,29.0,26.62,70.42,7.75,119.53,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Compost,52.15,8.1,millet
128.0,9.0,34.0,33.51,52.4,7.64,256.01,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,DAP,25.8,7.0,wheat
106.0,81.0,85.0,29.68,51.85,7.18,194.67,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,Urea,47.02,6.3,groundnut
47.0,59.0,52.0,16.96,88.75,5.54,208.55,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,None,65.37,7.8,lentil
4.0,6.0,106.0,17.92,32.02,6.41,213.71,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Organic,40.85,8.2,lentil
77.0,97.0,181.0,31.85,68.32,6.08,104.74,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,DAP,59.89,4.0,chickpea
3.0,53.0,33.0,35.4,68.72,5.25,27.51,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,DAP,67.73,5.0,wheat
61.0,116.0,165.0,36.45,57.7,4.84,235.52,Kharif,Dhanbad,Clayey,1700.0,4.0,maize,Compost,75.63,8.3,chickpea
108.0,10.0,34.0,19.15,30.67,7.31,289.88,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,Compost,34.08,8.0,millet
115.0,67.0,56.0,22.37,78.06,6.07,113.48,Kharif,Ranchi,Loamy,1800.0,4.0,rice,None,43.96,9.8,chickpea
106.0,131.0,193.0,29.47,71.18,8.5,30.36,Rabi,Jamshedpur,Sandy,1600.0,4.0,barley,None,29.14,8.6,wheat
131.0,129.0,64.0,32.86,56.98,6.19,108.44,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,Urea,79.55,9.7,rice
106.0,126.0,34.0,27.37,85.73,5.89,215.3,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,Urea,75.62,8.2,groundnut
73.0,54.0,125.0,23.6,36.25,5.38,274.54,Kharif,Bokaro,Clayey,1700.0,4.0,maize,None,52.4,5.8,lentil
119.0,38.0,80.0,33.07,47.33,6.17,283.54,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,None,70.52,4.6,millet
41.0,58.0,77.0,32.27,26.03,6.43,68.52,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,Organic,51.26,8.7,lentil
125.0,30.0,111.0,38.58,54.56,5.44,175.91,Rabi,Ranchi,Loamy,2100.0,4.0,chickpea,Compost,57.42,7.9,barley
66.0,96.0,178.0,18.97,77.96,8.08,28.95,Rabi,Ranchi,Loamy,1500.0,4.0,millet,Urea,25.35,4.3,groundnut
110.0,34.0,163.0,20.67,59.34,6.45,298.23,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Compost,65.32,6.2,maize
68.0,43.0,181.0,36.84,62.3,4.92,34.12,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,Compost,27.66,9.7,chickpea
28.0,32.0,205.0,30.26,74.75,8.29,250.61,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,None,69.56,7.0,cotton
26.0,47.0,166.0,17.95,34.38,5.95,223.94,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,Organic,66.92,6.6,wheat
127.0,30.0,44.0,31.18,43.42,5.05,257.61,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,DAP,62.52,6.7,lentil
1.0,67.0,126.0,23.53,55.35,4.84,124.28,Rabi,Jamshedpur,Sandy,1600.0,4.0,barley,Organic,22.17,5.3,chickpea
62.0,43.0,197.0,33.84,49.52,5.41,244.5,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,Organic,38.19,6.2,millet
117.0,137.0,179.0,24.04,22.08,5.08,22.79,Rabi,Hazaribagh,Sandy,1600.0,4.0,barley,Compost,35.79,6.2,lentil
21.0,91.0,85.0,25.04,74.07,6.24,130.11,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,Organic,41.61,4.3,maize
14.0,138.0,80.0,25.48,82.0,7.3,264.59,Kharif,Bokaro,Clayey,1700.0,4.0,maize,Urea,25.26,8.6,groundnut
2.0,76.0,140.0,30.26,30.28,6.12,200.29,Rabi,Hazaribagh,Loamy,1500.0,4.0,millet,Compost,76.22,6.5,groundnut
113.0,93.0,205.0,31.22,74.28,8.02,43.6,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,Urea,53.23,8.9,lentil
99.0,37.0,138.0,39.8,39.87,4.87,174.5,Rabi,Hazaribagh,Loamy,1500.0,4.0,millet,DAP,38.33,9.1,millet
40.0,10.0,12.0,37.26,57.8,5.53,253.02,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Compost,43.82,5.3,groundnut
129.0,33.0,192.0,16.5,46.11,7.01,119.25,Rabi,Ranchi,Sandy,1600.0,4.0,barley,DAP,46.83,7.9,groundnut
114.0,81.0,151.0,33.42,51.72,8.43,245.51,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,Compost,56.04,6.8,maize
136.0,64.0,94.0,22.48,66.68,7.76,180.37,Rabi,Dhanbad,Loamy,2100.0,4.0,chickpea,None,50.94,9.3,wheat
133.0,68.0,31.0,23.2,60.77,7.79,121.15,Rabi,Ranchi,Sandy,1600.0,4.0,barley,Organic,75.16,5.3,millet
108.0,110.0,25.0,17.31,49.74,5.02,80.14,Kharif,Ranchi,Clayey,1700.0,4.0,maize,None,49.82,8.1,millet
134.0,108.0,155.0,28.97,74.52,7.99,183.61,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,DAP,79.53,7.6,rice
125.0,111.0,46.0,18.61,28.9,7.34,56.23,Kharif,Hazaribagh,Sandy,2200.0,4.0,groundnut,Organic,71.09,5.8,rice
30.0,59.0,121.0,26.83,72.25,8.28,123.41,Rabi,Ranchi,Loamy,1900.0,4.0,lentil,Compost,32.51,4.8,groundnut
104.0,33.0,35.0,24.24,40.27,6.59,52.97,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Organic,75.84,7.9,cotton
77.0,80.0,129.0,15.7,30.0,7.64,138.09,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Urea,26.98,8.4,rice
55.0,51.0,194.0,27.22,28.56,5.89,263.72,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,Organic,69.05,5.9,groundnut
79.0,120.0,91.0,34.53,53.27,7.38,189.6,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,Urea,42.84,7.9,sugarcane
117.0,120.0,175.0,26.23,80.64,5.8,243.95,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Organic,72.68,6.4,barley
99.0,64.0,106.0,23.47,23.21,7.18,144.07,Rabi,Bokaro,Sandy,1600.0,4.0,barley,Urea,72.08,8.3,barley
42.0,11.0,151.0,30.75,74.01,5.74,200.64,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,DAP,68.36,5.2,millet
49.0,143.0,152.0,33.94,87.01,6.59,230.16,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,None,67.4,9.3,cotton
30.0,141.0,51.0,39.06,39.25,5.32,252.31,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,Compost,38.28,5.7,maize
21.0,141.0,160.0,23.01,61.22,6.47,281.48,Kharif,Bokaro,Sandy,2200.0,4.0,groundnut,Organic,24.86,6.2,wheat
46.0,111.0,11.0,36.49,42.22,5.53,52.1,Rabi,Ranchi,Sandy,1600.0,4.0,barley,None,44.18,4.3,rice
43.0,78.0,41.0,19.57,73.78,5.12,286.61,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,Compost,30.41,4.7,sugarcane
83.0,51.0,11.0,32.83,40.86,4.89,59.89,Kharif,Bokaro,Loamy,1800.0,4.0,rice,Compost,61.7,7.1,groundnut
